text,emojis
转   / / @ yigewa :   [ 鼓掌 ] / / @ 求助 社会 关注 中风 偏瘫 弱势 人群 :   / / @ 新言艳语 :   [ 鼓掌 ],"['[鼓掌]', '[鼓掌]']"
谢谢 艳平 带来 的 最新消息 ， “ 爱佑 童心 ” 项目 再添 一加 定点医院 ― ― 广东省 人民 医院 ！ [ 鼓掌 ] [ 赞 ] 广东 及 周边 的 先天性 心脏病 患儿 可以 去 广东省 人民 医院 申请 爱佑 的 资助 ！ [ 兔子 ],"['[鼓掌]', '[赞]', '[兔子]']"
[ 偷笑 ]   / / @ 蔡卓妍 : 哈哈哈哈 .. [ 哈哈 ],"['[偷笑]', '[哈哈]']"
培哥   我 在 上班 好哇 [ 泪 ] / / @ 陪陪 无人 陪 :   哈哈哈 。 。 。 不说 自己 出去玩 了 多少 时间 [ 嘻嘻 ]   / / @ 球球 V 发胖 : [ 挖 鼻屎 ] 光 想 旅游   不想 工作   拖出去 喂 鸟,"['[泪]', '[嘻嘻]', '[挖鼻屎]']"
[ 阳光 ] 梦想 经常 会 变成 挑战 ， 而 我们 正是 因为 挑战 而活 。 Hi ， 粉粉们 ， 这 一周 ， 你 的 挑战 是 什么 ？ [ 嘻嘻 ],"['[阳光]', '[嘻嘻]']"
# 睡前 一笑 #   回家 过年 如果 有人 问起 ， 你 怎么 变胖 了 ， 你 就 说 忘 了 。 不要 解释 ， 越 解释 越 悲伤 。 。 。 [ 哈哈 ] 新年 的 脚步 越来越近 啦 ！ 不过 大年三十 晚 《 超级 笑星 大 拜年 》 带来 的 欢笑 年夜饭 吃 了 可 不会 变胖 哟 ~ 很晚 啦 ~ 大家 早些 休息 ！ 明天 还要 上班 哟 ~ [ 嘻嘻 ] 晚安 ！,"['[哈哈]', '[嘻嘻]']"
回复 @ 牛奶 小姐 vera : [ 可爱 ] 谢谢   / / @ 牛奶 小姐 vera : 回复   @ 凌一凡 : 所以 啊 ， 何必 纠结 ， 看清 真相 就 好 ， 日子 还要 继续 ， 开心 点 ！ [ 太 开心 ]   / / @ 凌一凡 : 回复 @ 春天 的 大 西瓜 : 你 说 对 啦 。 我 很 受伤 ！   / / @ 春天 的 大 西瓜 : 说到底 还 不是 因为 你 自己 在乎   往 心里 去 了 么   / / @ 凌一凡 : 回复 @ 彭钰涵 XCAR : 谢谢 啦 ~,"['[可爱]', '[太开心]']"
回复 @ 拍客 老李 : [ 偷乐 ] 得 捂 上 嘴 … …   / / @ 拍客 老李 : [ 嘻嘻 ]   / / @ 俺 叫 老 鬼 : 哈哈哈哈 哈哈哈 … … 牙 又 掉 啦 ！ [ 哈哈 ] [ 可爱 ],"['[偷乐]', '[嘻嘻]', '[哈哈]', '[可爱]']"
呵呵 ， 情理之中 意料之外 [ 可爱 ]   / / @ 海阳 : 他 就是 右边 的 这个 男人 [ 飞机 ]   / / @ 胡淑芬 : 众人 皆 在 嘲笑 他时 ， 一艘 飞船 翩然而至 。,"['[可爱]', '[飞机]']"
[ 发 礼物 ]   / / @ rainhot666 : @ rainhot666 ； 【 @ rainhot666 ； [ 鼓掌 ] [ 鼓掌 ] [ 酷 ] [ good ] 精彩 的 人生 ！ [ 鼓掌 ] [ 给力 ] [ 围观 ] [ 威武 ] 】,"['[发礼物]', '[鼓掌]', '[鼓掌]', '[酷]', '[good]', '[鼓掌]', '[给力]', '[围观]', '[威武]']"
回复 @ 无趣 的 兔 吉拉 : 8 : 00 就 开门 了 [ 哈哈 ] [ 哈哈 ]   / / @ 无趣 的 兔 吉拉 : 老板 ， 不好意思 打扰 一下 ， 咱们 明天 营业 吗 ？ 几点 开始 啊 ？ 想带 老爸 老妈 去 吃 煎饼 ～ 多谢 啦 ～,"['[哈哈]', '[哈哈]']"
妹子 们 还是 找个 读 计算机 或者 信息安全 的 男朋友 吧 … / / @ HorseLuke : 原来 这话 可以 这样 用 啊 我 顿悟 了 [ 花心 ]   / / @ 职业 欠钱 : [ 衰 ] ＂ 我 真 没用 ， 居然 让 你 问出 这样 的 问题 ＂   / / @ HorseLuke : 你 直接 温柔 地 抱 着 妹子 说 “ 有 我 在 没事 的 亲爱 的 ” 就行了 不用 其它 解释 了 [ 哈哈 ],"['[花心]', '[衰]', '[哈哈]']"
众亲   春暖花开   你 可以 带 TA 满足 下美胃 了 哈 [ 吃货 ] [ 吃货 ] [ 太 开心 ] [ 鼓掌 ] 青年 餐厅 超值 团购 来袭 ！ 已售 万余份 [ 噢 耶 ] [ 真 V5 ] 价值 100 元 现金 券 ― 仅售 78 元 ！ [ 江南style ] [ 太 开心 ] / / @ 青年 餐厅 :   这个 真的 可以 有 ！ ！ [ 吃货 ] [ 江南style ] [ 带感 ] [ 吃货 ],"['[吃货]', '[吃货]', '[太开心]', '[鼓掌]', '[噢耶]', '[真V5]', '[江南style]', '[太开心]', '[吃货]', '[江南style]', '[带感]', '[吃货]']"
在 杭州 感受 新能源 出租车 ， 中途 换 电池 [ 哈哈 ] 低炭 出行 ， 杭州 给力 [ 赞 ] ， 就是 续航 能力 稍 微弱 了 点,"['[哈哈]', '[赞]']"
贾老师 这 是 有 闲有 艺有 情趣 [ 花心 ] / / @ 李败山 : 老贾 勤快 人 ~ 俺 是 耐不住 这个 烦滴 [ 哈哈 ],"['[花心]', '[哈哈]']"
期待 [ 哈哈 ]   / / @ 刚峰 看 世界 : [ 哈哈 ] / / @ 韶关 旅游 : # 中华 旅游 名博 丹霞 行 # 明天 下午 将 前往 南华 寺 ， 小编 也 一起 同往 哦 ~ [ 威武 ],"['[哈哈]', '[哈哈]', '[威武]']"
回复 @ 动力 VS 火锅 : [ 哈哈 ] 回去 给 你 捎 俩 儿 ！   / / @ 动力 VS 火锅 : 面馅 的 [ 转发 ],"['[哈哈]', '[转发]']"
嘿嘿   @ super 天儿   统一战线 ！ ！ ！ [ 挤眼 ] [ 害羞 ]   @ 杨惠 yu   要 不要 加入 呀   ? ? / / @ 七块 板儿 :   行 ！ 你 就 介 样儿 阿 ！ [ 右 哼哼 ] [ 左 哼哼 ]   / / @ 快板 - 赵 丹丹 : 哈哈   ~ ~ 师父 你 现在 好 幸福 呀 ~ ~ ~ [ 偷笑 ] [ 太 开心 ]   / / @ 七块 板儿 :   唉 。 。 。 徒弟 阿快 救救 我 吧 ！ [ 委屈 ] [ 可怜 ]   / / @ 快板 - 赵 丹丹 : 师父 咱 这 是 肿 么 啦 ？ ？ 哈哈 [ 哈哈 ],"['[挤眼]', '[害羞]', '[右哼哼]', '[左哼哼]', '[偷笑]', '[太开心]', '[委屈]', '[可怜]', '[哈哈]']"
呵呵 ， [ 赞 ] [ 赞 ] [ 赞 ]   / / @ 豆豆 听 胡爷 说 故事 : 我该 申请 小号 啦 [ 嘻嘻 ]   / / @ 蒋小婷 消停 : [ 汗 ] 都 快成 广告 专业户 了 。   / / @ 豆豆 听 胡爷 说 故事 : @ _ 夏云裳 _   @ 新浪 河北 玩乐 购   @ 素颜 出门 不怕 晒   @ 冒失鬼 小璐   @ ? 德子   @ 紫墨轩 老 崔   @ Sugar ? 吃糖   @ 蒋小婷 消停   宣传 吧,"['[赞]', '[赞]', '[赞]', '[嘻嘻]', '[汗]']"
[ 哈哈 ]   / / @ 卢勇 教授 : 又 创造 了 一个 一夜 暴富 的 神话 ！ [ 红包 拿来 ],"['[哈哈]', '[红包拿来]']"
# 天天向上 # 五周年 ： 哇 ！ 你 应该 是 第一个 收到 @ 李欣频   的 书籍 的 观众 吧 ！ [ 鼓掌 ] 不知 乐橙们 的 情书 和 签名 照 收到 没有 ？ [ 思考 ] 在 此 ， 祝 你 如 获 珍宝 ， 创意 无限 ， 好运 常在 ！ [ 爱 你 ] 加入 我们 的 # 天天 读书会 # 来 和 小伙伴 们 进行 # 阅读 交换 # 吧 ！ 一起 好好学习 ， 天天向上 ！ [ 心 ],"['[鼓掌]', '[思考]', '[爱你]', '[心]']"
[ moc 转发 ] [ 鼓掌 ],"['[moc转发]', '[鼓掌]']"
# 龙门 镖局 # 天黑 了 ， 当家的 喊 你 回家 吃饭 啦 ！ [ 嘻嘻 ] [ 嘻嘻 ]   [ 偷笑 ]   大家 周末 快乐 ！ [ 笑哈哈 ],"['[嘻嘻]', '[嘻嘻]', '[偷笑]', '[笑哈哈]']"
一如 即往 体现 了 水瓶 的 无情 啊 [ 嘻嘻 ] / / @ 麦兜吉吉 : 牛   / / @ 当时 我 就 泪 奔 了 : 你 敢 测 么 ？ [ 偷笑 ],"['[嘻嘻]', '[偷笑]']"
Team 集体 旷工 ， 一起 去 郊游 耶 [ 爱 你 ] 向 大觉寺 出发 喽 [ 哈哈 ],"['[爱你]', '[哈哈]']"
那年 与 老虎 妈 坐 一起 看 球 ， 现在 又 见到 了 ＂ 新贵 ＂ 啦 ！ [ 哈哈 ] [ 哈哈 ],"['[哈哈]', '[哈哈]']"
回复 @ 停转 的 牧马 : I   was !   But   dat   coffee ! ! ! !   [ 哈哈 ] / / @ 停转 的 牧马 : you   look   so   tired [ 困 ],"['[哈哈]', '[困]']"
# haollee 烘焙 课堂 作品 #   今天 出炉 的 纯手工 健康 吐司 ~ [ 抱抱 ]   淳朴 的 味道 是不是 更 诱人 ？ ~ [ 挤眼 ],"['[抱抱]', '[挤眼]']"
这个 点儿 还 在 纠结 是 看 呢 是 看 呢 还是 看 重播 呢 - - - 很 浓重 的 伦敦 音 ， 奥运 [ 偷笑 ] [ 抓狂 ] [ 嘻嘻 ] [ 哈哈 ] [ 爱 你 ] [ 酷 ] [ 睡觉 ] [ 睡觉 ] [ 睡觉 ] [ 睡觉 ] [ 睡觉 ] [ 睡觉 ],"['[偷笑]', '[抓狂]', '[嘻嘻]', '[哈哈]', '[爱你]', '[酷]', '[睡觉]', '[睡觉]', '[睡觉]', '[睡觉]', '[睡觉]', '[睡觉]']"
春节 后 请 杨 老师 指导 工作 [ 威武 ]   / / @ 沣 之 道 杨铁锋 :   回复 @ 热点 红姨 : 餐饮 软件 ， 赢 的 是 创意 。 热点 总是 走 在 前面 ， 给 餐饮 人 上课 。 学习 了 ！   / / @ 热点 红姨 : 谢谢 杨 老师 [ 握手 ]   / / @ 沣 之 道 杨铁锋 : 干得 漂亮 ！ 赞 一个 ！     / / @ 热点 联盟 : 欢迎 围观 ， 更 多 精彩 陆续 呈现 [ 给力 ] [ 围观 ] [ 威武 ] [ 爱 你 ] @ 舌尖 上 的 北京 _ 杨光,"['[威武]', '[握手]', '[给力]', '[围观]', '[威武]', '[爱你]']"
@ 主持人 少枫   辛苦 了 ！ @ 心迪 舞蹈 会 所   我 和 少枫 ， 感谢 朋友 们 的 支持 与 帮助 ！ 我们 的 瑜伽 老师 @ Lisa _ 双鱼 妹   你 很棒 ！ @ ? ? ? ? 小胖   @ seven7 淇   @ Kathy 静   张雯 [ 爱 你 ] [ 爱 你 ] [ 爱 你 ],"['[爱你]', '[爱你]', '[爱你]']"
回复 @ 米其林 大厨 - 西安 : 马来人   我收 他 做 徒弟 不 知道 国家 有 相关 政策 没有   / / @ 米其林 大厨 - 西安 : 收徒 哇 ， 几时 喝 拜师 酒 ! 不如 带来 开封 如何 ？ [ 嘻嘻 ] [ 嘻嘻 ] [ 嘻嘻 ],"['[嘻嘻]', '[嘻嘻]', '[嘻嘻]']"
谢谢 上 得 厅堂 、 下 得 厨房 、 卡得 了 ok 、 打得 了 高球 的 超级 大美女 睿 睿 ！ 你 的 另 一项 大 本领 我 就 不 在 这 公布 啦 [ 偷笑 ]   / / @ JessicaR - : 祝 亲爱 的 大美女 @ 王一涵   生日快乐 ！ 永远 美丽 ， 永远 幸福 。 [ 爱 你 ] [ 爱 你 ] [ 蛋糕 ] [ 干杯 ] [ 礼物 ] [ 亲亲 ],"['[偷笑]', '[爱你]', '[爱你]', '[蛋糕]', '[干杯]', '[礼物]', '[亲亲]']"
嗨 森 嗨 森 [ 爱 你 ]   / / @ CC 视频 员工 微博 : 再 来 一瓶 都 没 中过 的 人 表示 被 巧克力 的 甜美 融化 了 ~ ~ ~ [ 发 礼物 ],"['[爱你]', '[发礼物]']"
# 深玩 美国 # 西雅图 中央 图书馆 ， 库 哈斯 设计 。 这 家伙 也 设计 了 咱们 北京 的 那个 大 裤衩 [ 哈哈 ] 典型 的 “ 解构 ” 建筑 说白了 就是 设计 突破 了 以往 以 “ 藏书 ” 为 中心 的 图书馆 空间 ， 而是 为 大家 交流 营造 丰富 的 空间 ， 10 层 有 个 观景 处 ， 往下 看 晕 不 晕 就 看 你 自己 了 [ 偷笑 ] @ 玩乐 美国   @ 美国 旅游 玩乐 汇,"['[哈哈]', '[偷笑]']"
。 。 。 。 。 。 我们 互相 爱 。 [ 哈哈 ] [ 哈哈 ] [ 哈哈 ] / / @ _ AuM _ : 我 没会 不 表示 呢 ， 昨天 没来 的 急   今天 特别 请假 来 表示 ~ ！ 哈哈   爱 你 哦   亲爱 的 / / @ Yukii0 _ 0i :   喇嘛 ， 男人 ， 有 你们 真幸福 。 哈哈 / / @ 邪 精灵 爱 美食 : @ _ AuM _   你 不 表示 一下 ？,"['[哈哈]', '[哈哈]', '[哈哈]']"
[ 抱抱 ] 宝宝 真 可爱 ~ [ 亲 一口 ],"['[抱抱]', '[亲一口]']"
[ 哈哈 ] [ 哈哈 ]   / / @ 小 布 : 哎哟 ， 我 笑 了,"['[哈哈]', '[哈哈]']"
# ysl #   YSL   鳄鱼 轧纹 .   迷你 哦 [ 鼓掌 ] 。 [ 阴险 ] 3 个 。 限量 哦 。 9500 [ 阴险 ]       微信 abao289788,"['[鼓掌]', '[阴险]', '[阴险]']"
[ 给力 ] [ 给力 ] [ 礼物 ] [ 礼物 ] / / @ 云游 四海 keke0606 :   [ 哈哈 ] [ 给力 ] [ 好 爱 哦 ] [ 好 爱 哦 ] [ 哈哈 ] / / @ 水墨 婺源 : [ 赞 ] [ 哈哈 ] [ 发红包 ] [ 发红包 ] / / @ 云游 四海 keke0606 :   红包 拿来 [ 哈哈 ] [ 发红包 ] / / @ 篱上 葱绿 : 王总 ， 新春 吉祥 ！ / / @ 水墨 婺源 : 感谢 新疆 朋友 的 支持 ， 祝博友们 新春 吉祥 、 快乐 ！ / / @ 中国 新疆 :   宜居 之地 ！,"['[给力]', '[给力]', '[礼物]', '[礼物]', '[哈哈]', '[给力]', '[好爱哦]', '[好爱哦]', '[哈哈]', '[赞]', '[哈哈]', '[发红包]', '[发红包]', '[哈哈]', '[发红包]']"
影视圈 的 朋友 猜猜 这 三位 是 谁 ？ ！ 哈哈 … … [ 哈哈 ] [ 威武 ] [ 围观 ],"['[哈哈]', '[威武]', '[围观]']"
? ? 支持 [ 嘻嘻 ]   / / @ 明月 畅想 : 看到 SWEET   SPOT 这么 受欢迎   好开心 [ 哈哈 ],"['[嘻嘻]', '[哈哈]']"
[ 赞 ] ] / / @ 阿明 叔叔 : / / @ 复旦 芮明杰 : 果然 乎   / / @ 苏大 杨童 : / / @ 时乐 _ shile _ 点心 : 转发 ! 我 发现 我 的 笑 点 足够 低 ! / / @ 杨芮 : 变相 的 色情 窝 ！ / / @ 广告主 杂志 程坤 :   / / @ 方立松 :   肯定 要火   [ 哈哈 ] / / @ 凌平 : 设计 长江 商学院 LOGO 的 这家 创意设计 公司 要火 ！,"['[赞]', '[哈哈]']"
看着 咋 ? 聚会 的 照片 ， 心里 想着 ： 我们 亲耐 的 崔 老师 咋 永远 都 那么 年轻 呢 ? 这才 是 真正 的 不 老 妖姬 呢 。 。 [ 偷笑 ] [ 爱 你 ] [ 亲亲 ],"['[偷笑]', '[爱你]', '[亲亲]']"
磕着 瓜子 ， 吃 着 零食 ， 吹 着 徐徐 凉风 ， 看看 露天电影 ， 夏天 就要 这样 享受 ！ [ 嘻嘻 ] [ 微风 ],"['[嘻嘻]', '[微风]']"
三个 小时 的 霍比特 人 ， 希望 不要 睡着 # 霍比特 # [ 熊猫 ] [ 哈哈 ],"['[熊猫]', '[哈哈]']"
曾经 的 领导 们 ， 就 能 证明 这样 的 神迹 ， 梦想 常常 能 实现 。 [ 爱 你 ]   / / @ 龙妈 007 : [ 怒 ]     / / @ 于 其 多 : 疯 了 ， 搞不好 了 ！ 我们 一起 哭丧 吧 [ 泪 ]     / / @ 港台 二哥 :   酒店 服务员 当 局长 ， 25 岁 司机 当 副局长 ， [ 威武 ],"['[爱你]', '[怒]', '[泪]', '[威武]']"
面粉 进去 ， 面条 出来 ！ / / @ 三能 器具 : 会 擀 面条 略过 [ 哈哈 ] ， 话 说 我 仅仅 会 这个 了 吧 [ 挖 鼻屎 ]   / / @ 新桐 33 : [ 抓狂 ] [ 抓狂 ] [ 抓狂 ] [ 抓狂 ] [ 抓狂 ],"['[哈哈]', '[挖鼻屎]', '[抓狂]', '[抓狂]', '[抓狂]', '[抓狂]', '[抓狂]']"
为了 尊重 非 吸烟者 的 身体 ， 我 已 戒烟 到 第四天 了 ！ 吃饭 时 看到 朋友 @ 杭州 丑丑   @ 天禄 车队 军锋   吸烟 特 纠结 [ 可 ? ] 晚饭 后特 难受 时泡 壶 好 茶加 锻炼 腿部 既然 就 舒畅 了 ！ 大家 谈谈 戒烟 的 感受 吧 ！ [ 酷 ] [ ? 嘴 ] [ 嘻嘻 ],"['[可?]', '[酷]', '[?嘴]', '[嘻嘻]']"
哇塞 ， 可爱 哦 ！ [ 爱 你 ]   / / @ 丁娜丽 : [ 宝贝 姨妈 好想你 [ 抱抱 ]   [ 爱 你 ],"['[爱你]', '[宝贝姨妈好想你[抱抱]', '[爱你]']"
灰常 开森 ～ 灰常 感谢 蘑菇 先森 [ 爱 你 ] 这 几天 找 时间 过去 [ 嘻嘻 ] 去 光临 你 的 梦 / / @ MOGO 咖啡 : @ jadeite - - 叶 沐   @ 周小默 Momo   @ 午夜 的 阳光 奇奇   恭喜 以上 得 朋友 幸运 的 获得 咖啡杯 转发 活动 的 奖品 ！ 每人 一个 订制 限量 杯子 ！ 蘑菇 会 继续 努力 给 大家 带来 惊喜 ！ 若 要 ， 购买 此 马克杯 请 私信 ！ 会员 订制 只 需 30,"['[爱你]', '[嘻嘻]']"
毛娃 ： 牙齿 不 想要 了 是 伐 [ 酷 ]   / / @ Little _ Jacqueline ： 特别 是 只 吃 肉 肉 的 教主 [ 嘻嘻 ],"['[酷]', '[嘻嘻]']"
回复 @ Jack 格拉夫 影像 - 刘晓鹏 : 兄弟 ， 出发 了 吧 ， 辛苦 ， 回来 再聚 ！   / / @ Jack 格拉夫 影像 - 刘晓鹏 : [ good ] [ 哈哈 ]   / / @ 权 金城 彭涌 : 看 了 舍不得 吃,"['[good]', '[哈哈]']"
我 喜欢 ， 城市猎人   / / @ 我 郭柯 啦 : 回复   @ 天堂鸟 蕾   : 哈哈 ， 最近 稍微 有点 小忙 ~ ~ ~   / /   @ 天堂鸟 蕾   : [ 汗 ] 你 多久 没微博 了 ？   / /   @ 我 郭柯 啦   : 回复   @ OmaDu   : 哈哈哈 ， 我 确实 喜欢 ~ 哈哈   / /   @ OmaDu   : 哇 ！ [ 抱抱 ]   照 这么 看来 ， 郭小柯 也 得 喜欢 ， 哈   @ 我 郭柯 啦     / /   @ 天堂鸟 蕾   :   @ OmaDu     偶 知道 你 也 喜欢 [ 花心 ],"['[汗]', '[抱抱]', '[花心]']"
回复 @ 营养师 顾中 一 : 期待 @ 营养师 顾中 一   来说 说 食物 相克 木瓜 丰胸 啥 的 。 [ 偷笑 ]   / / @ 营养师 顾中 一 : [ 嘻嘻 ],"['[偷笑]', '[嘻嘻]']"
[ 太 开心 ] 举四爪 赞成 ， 最 爱 面包 [ 握手 ],"['[太开心]', '[握手]']"
回复 @ 匪类 也 柔情 8866 : 积极 啊   / / @ 匪类 也 柔情 8866 : 大利 侗寨 位于 榕江县 城 东面 ， 距 县城 约 23 公里 。 我 先度娘 欣赏 一下 ！   / / @ 无须 豆蔻 : 回复 @ 匪类 也 柔情 8866 : 黔东南 榕江 大利 侗寨     / / @ 匪类 也 柔情 8866 : 这 是 在 哪里 ？     / / @ 无须 豆蔻 : 值得 去     / / @ DL 小 镜头 大 世界 : 好 美的 地方 啊 ， 我 想 去 [ 嘻嘻 ] [ 哈哈 ],"['[嘻嘻]', '[哈哈]']"
我 的 最 爱 ~ [ 太 开心 ]   / / @ susu _ 婧 : 想 拥有 … @ 梦小君 呀     / / @ 利利韦 : 好 可爱 ！ @ 菲菲 _ 加   @ 不 纠结 小妞   @ Radio 李丹   @ 大大 脑壳   [ 花心 ] [ 花心 ] [ 花心 ],"['[太开心]', '[花心]', '[花心]', '[花心]']"
[ 泪 ] 一路顺风 ~ ~ ~ 别忘了 我滴 明信片 哇 ~ ~ ~ 要 大家 签名 合体 版 的 ~ @ 行者 橙子   @ 穆杉伯 男   / / @ 赵 小牛 618 : 出发 了 ， 兴奋 的 根本 睡不着 ， 大学毕业 后 已经 许久 没有 体验 过 单独 和 朋友 一起 出来 旅行 ， 所以 特意 改走 # 致 青春 # 路线 ， 橙子 也 变成 了 睡 在 我 上铺 的 兄弟 [ 嘻嘻 ],"['[泪]', '[嘻嘻]']"
侬 应该 懂额 [ 汗 ]   / / @ ? ? ? 咪 _ Kiki : 又 出 啥事 拉 ？ ？ ？   / / @ ET 华 : 这个 确实 [ 围观 ]   / / @ mendy 静静 : 我们 想 你 也 快 疯 了 [ 偷笑 ]   ， 群里 天天 念 着 你 ， 你 不 在 的 日子 有人 更狂 了 [ 汗 ]   / / @ ? ? ? 咪 _ Kiki : 嗯 ， 想 ? 子想 ? 了 。   / / @ ET 华 : 你 回来 啦 [ 哈哈 ],"['[汗]', '[围观]', '[偷笑]', '[汗]', '[哈哈]']"
李老湿 突然 突然 很 爱 你 ！ ！ ！ [ 泪 ] [ 泪 ] [ 泪 ] [ 鼓掌 ] [ 鼓掌 ] [ 鼓掌 ] [ 爱心 传递 ],"['[泪]', '[泪]', '[泪]', '[鼓掌]', '[鼓掌]', '[鼓掌]', '[爱心传递]']"
[ 呵呵 ] [ 嘻嘻 ] [ 哈哈 ] / / @ 公子 歌 : 有 。,"['[呵呵]', '[嘻嘻]', '[哈哈]']"
回复 @ 我 占 49 : 各种 神兽 的 欢乐 造型 [ 求 关注 ] [ 得意 地笑 ] [ 笑哈哈 ] [ 好 爱 哦 ] [ 偷乐 ] [ 别烦 我 ] [ 震惊 ] 神道 变神叨 [ 笑哈哈 ]   / / @ 我 占 49 : 我 这 明显 大 号 神兽 [ 嘻嘻 ],"['[求关注]', '[得意地笑]', '[笑哈哈]', '[好爱哦]', '[偷乐]', '[别烦我]', '[震惊]', '[笑哈哈]', '[嘻嘻]']"
春暖花开 ， 蜂鸟 横行 [ 哈哈 ] / / @ 李涛 iceman4 :   蜂鸟 [ 爱 你 ]   / / @ 奥森 空间 : 好美 啊,"['[哈哈]', '[爱你]']"
现在 看 很 喜欢 的   打破 了 我 的 构图   [ 心 ]   / / @ annie _ duyini 要 瘦 更 要 健康 : 这张 难度 最高 了 [ 晕 ] ， 把 我们 家方 给 气坏 了 ， 拍 了 半天 是 歪 的 [ 哈哈 ],"['[心]', '[晕]', '[哈哈]']"
回复 @ 戴 eddiete : 谢谢您 ！   / / @ 戴 eddiete : 祝 生日快乐 !   / / @ 陈玉霞 博斐秀 禾 : 回复 @ 黑松 白鹿 _ 华令 : 谢谢 华令 ！ [ 哈哈 ] [ 哈哈 ]     / / @ 黑松 白鹿 _ 华令 : 陈姐 生日快乐 ！ [ 鼓掌 ],"['[哈哈]', '[哈哈]', '[鼓掌]']"
[ 偷笑 ] 这个 绝对 可以 有 ~   / / @ 生长 在 夏天 的 橙子 :   河南 同学 推荐 的 开封 夜市 小吃 [ 爱 你 ] 听说 700 米长 的 街上 全是 摊位 。 。 从 蚌埠 去 开封 火车 只要 60 多元 [ 嘻嘻 ] 下次 一起 去 吧,"['[偷笑]', '[爱你]', '[嘻嘻]']"
回复   @ Winnnnnn : 菲林 ？ 芝麻 卷 ？   / / @ Winnnnnn : 透明 既 甜品 ? 我 就 ? ? ...   菲林       [ 偷笑 ]   / / @ 人 地 女朋友 : 我 ? ? 都 好 ? 意食 架 ， 成日 目及 住 透明 甜品 ? 心 ? [ 嘻嘻 ],"['[偷笑]', '[嘻嘻]']"
[ 鼓掌 ] [ 鼓掌 ]   / / @ 额 临时 房间 : 不错 [ 威武 ]   / / @ 山水 嘉禾 孟亭 : 倾听 民意 ， 解决 百姓 实质问题 ！ 不少 政府 领导 已经 充分运用 了 微博 平台 ， 拉近 与 百姓 的 距离 ！ @ 庾云彰   @ 腾冲 一品堂   @ 开封 杨明伟,"['[鼓掌]', '[鼓掌]', '[威武]']"
帮 最屁 的 @ 羽泉   做 Live 的 都 是 PRO 级 的 Master ， 也许 因为 这才 让 老师 们 委屈 的 ， 但是 ... ！ ...   离 过年 不是 还有 日子 吗 [ 嘻嘻 ] / / @ 铮子 : 哈哈哈 ， 我 比 去年 多 了 [ 哈哈 ],"['[嘻嘻]', '[哈哈]']"
回复 @ 最 爱 口香糖 000 :   [ 得意 地笑 ]   我们 的 客房 分为 老式 电影院 、 海河 河畔 及 欧洲 奢华 三种 设计 风格 ， 将 天津 的 邻里 文化 自然 融入 其中 。 [ 威武 ] 祝您 国庆 快乐 [ 国旗 ] 国庆 期间 有空 来 酒店 ！   / / @ 最 爱 口香糖 000 : 最最 爱 的 酒店 @ 天津 海河 英迪格 酒店 Indigo   喜欢 不同 主题 的 客房 设计 [ 爱 你 ] [ 爱 你 ],"['[得意地笑]', '[威武]', '[国旗]', '[爱你]', '[爱你]']"
[ 心 ] 爱 ， 从来 没有 固定 的 模式 ， 每 一个 细微 举动 都 是 表达 “ 爱 ” 最好 的 方式 ！ 花间 堂 ， 在 许多 微不足道 的 动作 里 ， 表达 满满的 爱意 ！ [ 爱 你 ],"['[心]', '[爱你]']"
[ 嘻嘻 ] [ 嘻嘻 ] [ 嘻嘻 ] 机器 越来越 智能 ， 人 越来越 懒 ， 很多 器官 难道 会用 进废退 么 ！,"['[嘻嘻]', '[嘻嘻]', '[嘻嘻]']"
@ 懒人 业余 餐厅   领着 廖 那厮 ， 唐 那厮 ！ 参加 顾 老师 拍 的 毛 片子 ， … 蛋疼 ！ [ 哈哈 ] [ 哈哈 ],"['[哈哈]', '[哈哈]']"
[ 哈哈 ] [ 哈哈 ] / / @ 炳炳 19 : [ 围观 ] [ 围观 ]   / / @ 九江 旅游 杜 少华 : 【 修改版 】 一山 飞峙 大 江边 ， 山下 陶令闲 耕田 。 采菊 种豆 桃源 梦 ， 吟诗 品酒 人间 仙 。 千年 九江 山水 秀 ， 万众 英才 笔墨 添 。 人生 何处 洗心 乐 ？ 浔 阳江 头 已 忘言 ！ @ 烟雨 听潮 2011,"['[哈哈]', '[哈哈]', '[围观]', '[围观]']"
品味 泰国 [ 可爱 ] [ 可爱 ],"['[可爱]', '[可爱]']"
哇塞 ！ [ 爱 你 ]   / / @ OnLing : 第一次 见到 这么 大 的 蛋糕 啊 ~ [ 哈哈 ],"['[爱你]', '[哈哈]']"
恭喜 恭喜 ， 组个 团来 趟 济南 火 老幺 吃货 行 吧 。 上次 吃 完 让 我 念念不忘 的 味道 啊 。   / / @ 食尚 小米 : 山东 的 朋友 们 、 和 来 济南 的 朋友 们 、 我来 济南 了 [ 爱 你 ] [ 哈哈 ] [ 给力 ] 明天 也 就是 26 日 上午 10 ： 18 分 ， 我 和 好 朋友 @ 张智铎   合伙 的 @ 济南 火 老幺 食尚餐 吧   诚意 开业 ！,"['[爱你]', '[哈哈]', '[给力]']"
幸得 唐先森 钦点 真是 与 有荣 焉 [ 偷笑 ]   / / @ Chris _ Tang : 本次 拍摄 唯一 的 女 BOSS !   [ 鼓掌 ],"['[偷笑]', '[鼓掌]']"
